id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['160', 'E', '65th', 'St', 'APT', '27F']",NY 10065,985000,1,2,,2020,1,23,Condo,1968,Gas,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,3/6/2019 0:00,1250000,1/23/2020,323,-0.212
"['22', 'Mercer', 'St', 'APT', '2D']",NY 10013,3650000,2,3,2392,2020,1,23,Condo,1910,,Central,Covered,,,,Other interior features,1,0,0,0,4/5/2019 0:00,4375000,1/23/2020,293,-0.165714286
"['2', 'King', 'St', 'APT', '7E']",NY 10012,1030000,1,1,750,2020,1,23,Condo,1963,,Wall,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,9/25/2019 0:00,1090000,1/23/2020,120,-0.055045872
"['311', 'E', '71st', 'St', 'APT', '6G']",NY 10021,1230000,2,2,1250,2020,1,22,Condo,1962,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,9/3/2019 0:00,1250000,1/22/2020,141,-0.016
"['175', 'W', '13th', 'St', 'APT', '8G']",NY 10011,730000,1,1,500,2020,1,21,Condo,1961,,,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Range / Oven, Refrigerator",1,0,0,0,11/27/2018 0:00,780000,1/21/2020,420,-0.064102564
"['30', 'E', '37th', 'St', 'APT', '10B']",NY 10016,1020000,1,2,909,2020,1,21,Condo,1952,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,2/1/2019 0:00,1295000,1/21/2020,354,-0.212355212
"['188', 'E', '76th', 'St', 'APT', '6C']",NY 10021,1230000,2,2,858,2020,1,16,Condo,1996,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,7/19/2019 0:00,1395000,1/16/2020,181,-0.11827957
"['77', 'Bleecker', 'St', 'APT', '825']",NY 10012,938000,1,2,800,2020,1,16,Condo,1930,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,6/30/2019 0:00,950000,1/16/2020,200,-0.012631579
"['308', 'E', '79th', 'St', 'APT', '10J']",NY 10075,725000,1,1,,2020,1,16,Condo,1928,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,6/14/2019 0:00,750000,1/16/2020,216,-0.033333333
"['151', 'E', '83rd', 'St', 'APT', '6C']",NY 10028,1400000,2,2,,2020,1,15,Condo,1929,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/4/2019 0:00,1495000,1/15/2020,133,-0.063545151
"['401', 'E', '74th', 'St', 'APT', '16H']",NY 10021,1250000,1,1,,2020,1,15,Condo,1962,,,"None, Covered",,,Flooring: Hardwood,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,4/9/2018 0:00,1395000,1/15/2020,646,-0.103942652
"['301', 'W', '53rd', 'St', 'APT', '23I']",NY 10019,1040000,1,1,667,2020,1,15,Condo,1979,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,12/27/2019 0:00,1175000,1/15/2020,19,-0.114893617
"['166', 'E', '63rd', 'St', 'APT', '3C']",NY 10065,1650000,4,3,1615,2020,1,15,Multiple Occupancy,1959,,Central,None,,,,"Appliances included: Dryer, Washer",1,0,0,0,10/10/2019 0:00,1995000,1/15/2020,97,-0.172932331
"['55', 'W', '17th', 'St', '704']",NY 10011,3350000,3,3,1934,2020,1,15,Condo,,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/19/2019 0:00,3750000,1/15/2020,330,-0.106666667
"['2', 'S', 'End', 'Ave', 'APT', '8P']",NY 10280,780000,2,2,1000,2020,1,14,Condo,1990,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,9/24/2019 0:00,825000,1/14/2020,112,-0.054545455
"['211', 'Madison', 'Ave', '20A']",NY 10016,2080000,2,3,2321,2020,1,14,Condo,1985,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,4/15/2019 0:00,2250000,1/14/2020,274,-0.075555556
"['425', '5th', 'Ave', 'APT', '60B']",NY 10016,2440000,2,2,1315,2020,1,14,Condo,2003,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/6/2018 0:00,2800000,1/14/2020,495,-0.128571429
"['400', 'W', '12th', 'St', 'APT', '6D']",NY 10014,10,2,2,1320,2020,1,14,Condo,2009,,,Covered,,,,,1,0,0,0,10/10/2018 0:00,5650000,1/14/2020,461,-0.99999823
"['392', 'Central', 'Park', 'W', 'APT', '4B']",NY 10025,990000,1,1,850,2020,1,13,Condo,1960,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/25/2019 0:00,995000,1/13/2020,110,-0.005025126
"['311', 'W', '4th', 'St']",NY 10014,12200000,4,5,4636,2020,1,13,Townhouse,1915,,Central,0 spaces,,,Flooring: Hardwood,,1,0,0,0,12/1/2019 0:00,11950000,1/13/2020,43,0.020920502
"['315', 'E', '70th', 'St', 'APT', '11Q']",NY 10021,835000,1,1,875,2020,1,13,Condo,1960,,,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,4/9/2018 0:00,1095000,1/13/2020,644,-0.237442922
"['1400', '5th', 'Ave', 'APT', '5A']",NY 10026,650000,2,1,889,2020,1,13,Condo,2003,,,"Off-street, On-street, Covered",,,Flooring: Hardwood,Other interior features,1,0,0,0,3/11/2018 0:00,895000,1/13/2020,673,-0.273743017
"['425', '5th', 'Ave', 'APT', '45C']",NY 10016,795000,,1,525,2020,1,13,Condo,2003,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,10/23/2019 0:00,799000,1/13/2020,82,-0.005006258
"['39', 'E', '79th', 'St', 'APT', '2A']",NY 10075,3400000,3,4,,2020,1,13,Condo,1925,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,4/16/2018 0:00,3975000,1/13/2020,637,-0.144654088
"['520', 'E', '90th', 'St', 'APT', '6J']",NY 10128,709000,1,1,955,2020,1,13,Condo,1942,,,0 spaces,,,,,1,0,0,0,8/27/2019 0:00,749000,1/13/2020,139,-0.053404539
"['1050', 'Park', 'Ave', '14D']",NY 10028,2350000,2,4,,2020,1,10,Condo,1923,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/30/2019 0:00,2750000,1/10/2020,255,-0.145454545
"['421', 'E', '84th', 'St', 'APT', '2R']",NY 10028,1100000,2,2,1200,2020,1,10,Condo,1922,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/5/2019 0:00,995000,1/10/2020,127,0.105527638
"['370', 'E', '76th', 'St', 'APT', 'C1209']",NY 10021,860000,1,1,825,2020,1,10,Condo,1966,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,11/26/2018 0:00,930000,1/10/2020,410,-0.075268817
"['142', 'Duane', 'St', 'APT', '4A']",NY 10013,2920000,2,2,2000,2020,1,9,Condo,1859,,Central,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/4/2019 0:00,3345000,1/9/2020,339,-0.127055306
"['300', 'E', '71st', 'St', 'APT', '8H']",NY 10021,1100000,2,2,1200,2020,1,9,Condo,1961,,,Covered,,,,,1,0,0,0,9/10/2019 0:00,1149500,1/9/2020,121,-0.043062201
"['15', 'Broad', 'St', 'APT', '712']",NY 10005,1990000,1,2,2025,2020,1,8,Condo,1914,,,"Garage - Detached, On-street",,,,"Appliances included: Dishwasher, Dryer, Freezer, Range / Oven, Refrigerator, Trash compactor, Washer",1,0,0,0,2/13/2019 0:00,2295000,1/8/2020,329,-0.132897603
"['445', 'W', '19th', 'St', 'APT', '4C']",NY 10011,900000,1,1,600,2020,1,8,Condo,1987,,,Covered,,,,,1,0,0,0,10/30/2019 0:00,999999,1/8/2020,70,-0.0999991
"['140', 'E', '40th', 'St', 'APT', '3D']",NY 10016,535000,1,1,650,2020,1,8,Condo,1931,,,Covered,,,,,1,0,0,0,1/10/2019 0:00,589000,1/8/2020,363,-0.091680815
"['315', 'E', '68th', 'St', 'APT', '16R']",NY 10065,750000,1,1,800,2020,1,8,Condo,1931,"Radiant, Gas","Refrigerator, Wall",On-street,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,9/2/2019 0:00,815000,1/8/2020,128,-0.079754601
"['424', 'E', '77th', 'St', 'APT', '5C']",NY 10075,355000,1,1,400,2020,1,8,Condo,1910,,,Covered,,,,,1,0,0,0,12/12/2018 0:00,399000,1/8/2020,392,-0.110275689
"['153', 'E', '57th', 'St', 'APT', '15H']",NY 10022,645000,1,1,,2020,1,8,Condo,1960,,,Garage - Detached,,,Flooring: Hardwood,Appliances included: Dishwasher,1,0,0,0,9/6/2019 0:00,664000,1/8/2020,124,-0.028614458
"['41', 'E', '28th', 'St', 'APT', '3A']",NY 10016,1800000,2,2,1300,2020,1,7,Condo,1910,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/21/2019 0:00,2125000,1/7/2020,320,-0.152941176
"['242', 'E', '19th', 'St', 'APT', '11D']",NY 10003,1070000,1,1,900,2020,1,7,Condo,1929,,,0 spaces,,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,9/4/2019 0:00,1199000,1/7/2020,125,-0.107589658
"['505', 'Greenwich', 'St', 'APT', '7B']",NY 10013,2240000,2,2,1279,2020,1,7,Condo,2003,,Central,Covered,,,,Other interior features,1,0,0,0,5/10/2019 0:00,2495000,1/7/2020,242,-0.102204409
"['421', 'E', '13th', 'St', '5G']",NY 10009,965000,1,1,700,2020,1,7,Multiple Occupancy,2008,,,0 spaces,,,,,1,0,0,0,5/21/2015 0:00,1200000,1/7/2020,1692,-0.195833333
"['205', 'E', '78th', 'St', 'APT', '7', 'E']",NY 10075,395000,,1,233483,2020,1,6,Condo,1931,,,0 spaces,,,,,1,0,0,0,9/26/2019 0:00,395000,1/6/2020,102,0
"['330', 'E', '83rd', 'St', 'APT', '5E']",NY 10028,390000,1,1,361,2020,1,3,Condo,1925,,,"None, Covered",,,,,1,0,0,0,9/3/2019 0:00,395000,1/3/2020,122,-0.012658228
"['411', 'E', '57th', 'St', 'APT', '4G']",NY 10022,605000,1,1,800,2020,1,3,Condo,1959,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,12/27/2018 0:00,625000,1/3/2020,372,-0.032
"['76', 'Laight', 'St', 'APT', '1']",NY 10013,2700000,,2,2450,2020,1,3,Condo,1915,,,0 spaces,,,Flooring: Concrete,Other interior features,1,0,0,1,3/30/2018 0:00,3150000,1/3/2020,644,-0.142857143
"['100', 'W', '39th', 'St', 'APT', '36H']",NY 10018,999000,2,1,922,2020,1,3,Condo,2004,Gas,,Covered,,,,Other interior features,1,0,0,0,4/11/2019 0:00,1600000,1/3/2020,267,-0.375625
"['325', '5th', 'Ave', 'APT', '35E']",NY 10016,894889,1,,890,2020,1,3,Multiple Occupancy,2005,Forced air,Central,Garage - Detached,,,,Other interior features,1,0,0,0,3/27/2019 0:00,1475000,1/3/2020,282,-0.393295593
"['400', 'Central', 'Park', 'W', 'APT', '14V']",NY 10025,785000,1,1,702,2020,1,2,Condo,1961,,,Covered,,,,,1,0,0,0,10/14/2019 0:00,850000,1/2/2020,80,-0.076470588
"['38', 'Gramercy', 'Park', 'N']",NY 10010,19004,1,1,21339,2020,1,2,Condo,1920,Radiant,Other,On-street,,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,5/4/2013 0:00,650000,1/2/2020,2434,-0.970763077
"['100', 'Riverside', 'Blvd', 'APT', '20A']",NY 10069,995000,1,1,914,2020,1,2,Condo,2007,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,8/13/2019 0:00,1050000,1/2/2020,142,-0.052380952
"['200', 'Riverside', 'Blvd', 'APT', '408']",NY 10069,810000,1,1,675,2020,1,2,Multiple Occupancy,1997,,,"Garage - Detached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/19/2019 0:00,899000,1/2/2020,258,-0.098998888
"['210', 'E', '15th', 'St', 'APT', '8P']",NY 10003,520000,,1,650,2019,12,31,Condo,1963,,,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,9/4/2019 0:00,525000,12/31/2019,118,-0.00952381
"['1619', '3rd', 'Ave', 'APT', '24H']",NY 10128,1250000,2,2,1161,2019,12,31,Condo,1975,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,7/12/2019 0:00,1350000,12/31/2019,172,-0.074074074
"['155', 'E', '34th', 'St', 'APT', '6J']",NY 10016,615000,1,1,569,2019,12,31,Condo,1961,Gas,,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,8/16/2019 0:00,630000,12/31/2019,137,-0.023809524
"['80', 'Park', 'Ave', 'APT', '19G']",NY 10016,1400000,2,2,984,2019,12,31,Condo,1956,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,8/13/2019 0:00,1525000,12/31/2019,140,-0.081967213
"['15', 'Broad', 'St', 'APT', '924']",NY 10005,1380000,1,2,1525,2019,12,30,Condo,,,Wall,0 spaces,,,,,1,0,0,0,,,12/30/2019,no listing date,
"['99', 'John', 'St', 'APT', '724']",NY 10038,650000,,1,620,2019,12,30,Condo,2003,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,2/26/2019 0:00,789000,12/30/2019,307,-0.17617237
"['45', 'Overlook', 'Ter', '3A']",NY 10033,555000,2,1,800,2020,6,5,Condo,1968,"Heat pump, Electric",Wall,On-street,,,,See more facts and features,0,1,0,0,2/5/2020 0:00,565000,6/5/2020,121,-0.017699115
